ItemID,Sentiment,SentimentText
7250,1,&lt;---- Tired of elementary tricks on twitter. This shit needa be 18+ unless u a celeb! ( i'm 23) 
7251,1,&lt;--- TRES excited!! We bought a baby fig tree today @RichtersHerbs . No hibiscus or Meyer lemons though 
7252,1,"&lt;- upset, apple Bluetooth is MIA. "
7253,1,&lt;- va ï¿½couter Fires of Rome 
7254,1,&lt;&lt;  Just won the JBuck sweepstakes! @jbuckk
7255,1,"&lt;&lt; Planet Terror &lt;&lt; pizza, oj, and sleep....and that's it "
7256,0,"&lt;&lt; Then get another later in the summer with money from work, hopefully dual 24&quot; on the MBP "
7257,0,&lt;&lt; tummy's happy. Had beef noodle n some coconut flesh for desserts. 
7258,0,&lt;&lt;&lt;&lt; made up #don'tyouwish  
7259,1,&lt;&lt;&lt;&lt;&lt;&lt; wishes she was in florida with tha norwood fam 
7260,0,&lt;~~~~gone...to the beach that is! Me &amp; Brooke with Birmingham in the rearview  mirror 
7261,1,&lt;~~~~it's stuff like that makes me happy to work for RocNation 
7262,0,&lt;== is enjoyin sum quality @XtotheV production as he considers how underwhelming so many of the female vocalists he's heard recently r 
7263,0,&lt;3 @amazinganne @pk_is_1337 @h2orip @sup3rnaturaL srsly thank you for everything  just wanted to put that out there.
7264,0,&lt;3 @bradiewebbstack's new banner  cuuutttee
7265,0,&lt;3 c u all tweeters &lt;3   going to c a movie.
7266,0,&lt;3 Elbow. To bad pinkpop and lowlands are solded out  I really wanted to go this year..
7267,0,&lt;3 going shopping later... after get a much needed nap... alch+orange pixy= dead body 
7268,0,"&lt;3 jill scott, even though she look like a dike now. "
7269,0,"&lt;3 JSON, JavaScript objects and PHP ... now time to ... clean "
7270,0,&lt;3 KoRn... You guys are champions of the world 
7271,0,&lt;3 Lalala. I'm content. This is fun. 
7272,0,&lt;3 LVaTT. Must've listened to the whole CD 1000 times already. Give or take. Doesn't get less exciting. 
7273,0,&lt;3 simultaneous sun-and-moon-bathing 
7274,0,&lt;3 the end of school year private art show my son does for just the family  golden!
7276,0,"&lt;3&lt;3&lt;3 Just watched a new episode of Pushing Daisies. Sooo happy it's back, but sad it's over soon. "
7277,0,&lt;33 im in such a mcfly mood!  lol they are so amazing im listening to that girl right nowww
7278,0,&lt;333 Maroon 5 &quot;Secret&quot;  heehee Wedding Date scene's got me TRIPPIN! SLIPPIN! TRRRIPPIN! oh how lovelyyy.
7279,0,"&lt;333s Franz Ferdinand: &quot;No, you girls never know how you make a boy feel&quot;  &quot;Kiss me where your eye won't meet me&quot; &lt;3333 Sooo hot."
7280,0,&lt;3HAPPY MOTHER's DAY TO ALL OUT THERE THAT ARE MOTHERS&lt;3 ........Hope To Join Ya Some Day 
7281,0,&lt;3my mum swearing at the tom tom 
7282,0,&lt;3's Justin Timberlake 
7283,1,&lt;3SS501 - hot korean boys any day 
7284,1,&lt;-----bored to death 
7285,0,&lt;--Feels overworked underpaid and unappreciated! Time 4 a change 
7286,0,#tweetmeme won't let me change setting s  are people still whitelisted to change @tweetmeme to usernames??
7287,0,#tweezy in one of the edit rooms here at speed  http://twitpic.com/6gk9q
7288,0,#twitcon  All the blag sales people on Twitter...   
7290,1,#TwitIQ and #Safari4 - a disastrous combination. Didn't need to relaunch #Safari3 so often 
7291,0,"#twitter @twitter Please note that someone just sent me a 880 character DM, Not very cool "
7292,0,#twitter died on me yesterday... couldn't go on at allll!!! 
7293,0,#twitterafterdark: Have you ever played naked twister ?? ( i havent got to do this yet ) 
7294,0,#twitterchatsession  Love it
7295,0,#twitterfon - no way to see &quot;full size&quot; user avatar/picture.  Twitter web site has this function. I need it to see small icons better! 
7296,1,#twitterpornnames lmao mine is elvis malone @injoy1984 is yours bailey winnipeg? hehehe 
7297,0,#twpp I think the pyjama party rawks! Girls and guys.keep it going. Me off to get more drunk. 
7298,0,"#twtpole happening tonight! pole dancing for guys and girls at mardi gras, 1utama 9pm "
7299,0,#twtrcon @mchammer - thanks for taking a pic w/ me  
7300,1,#UI / #UX talent required in Cambridgeshire  Got the skills? #idealpeople
7301,0,#uncubicled  Arrghhh...still cubed!  OH.......never mind 
7302,1,#underrated Henry Hatsworth in the Puzzling Adventure. A quality DS game everyone with a DS should try  (think Mario + RockmanX)
7303,0,#unfollowdiddy and follow me instead! i am cooler. 
7304,0,#unfollowdiddy because E Ness only has black and white footlocker tees in his closet 
7305,1,#unfollowdiddy because the bottlerockets he sold me didn't go anywhere 
7306,1,#unfollowdiddy cause FAITH apparently lost all hers cause of him. 
7307,0,#unfollowdiddy FOLLOW ME!!!!  No really you should lol
7308,0,#UnfollowFriday @iamdiddy - jus because.  Lol New trend I'm starting....too much celeb dick riding on here. (Plus..I'm a hater) lol 
7309,0,#UnitedWay #DayofCaring today!  Heading out to #Marillac to play kickball with the kids 
7310,1,#unsuspendhisgoldeneyes I want my HGE tweets back 
7311,1,#uruguay @eumagine btw.... I dont see Uruguay here http://www.eumagine.eu/googlemap.html  http://bit.ly/JAms9 by @Fedelosa
7312,0,"#UV index 6.5 in Estonia atm, grilling time "
7313,0,#vampirebeatles he's a real vampire man sitting in his vampire land thinking all his vampire plans for nobody 
7314,1,#vanesse says: have you ever done your biggest sin? No?  with me you will go to hot hell 
7315,1,#vanesse says: lets enjoy nice weekend together   Lets make things better together 
7316,1,#vaporoutlet.com Anyone Watch Trailer Park Boys Super Blazed?:  Its Soooooo Fkin funny http://tinyurl.com/pw3rdo
7317,0,#vegas #baseball #area51s at the game? Come get your raffle tickets and support olive crest . Great prizes! By the ramps and food 
7318,0,#vegas #locals some good #hotel pool news  Red Rock &amp; M always welcomes locals W Free M for $20 - Palazzo and Ventian M-F $20 - Enjoy!
7319,0,#vegas #SpyOnVegas #SugarRay #HardRock #locals oh &amp; entry starts at 6 for FREE drinks w concert usually around 9 
7320,0,&lt;grumble&gt; Can't copy from an OS X app and paste into a Winblows app in Parallels 
7321,0,&lt;--In the dog house DEEP! I confessed to my boyfriend about my &quot;shopping spree&quot; I think his head made a new shade of red. He has a temper 
7322,0,"&lt;---just got home, and is missing her friends on here tonight "
7323,0,&lt;---looking out the window....the rain &amp; gray sky reminds me of myself 
7324,0,&lt;------make sure u tune in and watch my dun dun show @antoniacarter....she's a f*ckin MOVIE!! Lol 
7325,0,&lt;runs and hides&gt; I AM NOT haveing a flu vaccination. My last 5 needle experiences have all been traumatic 
7326,0,&lt;---wishes she were at Road America 
7327,0,&lt;yawn&gt;...up to update 21 of 56... &lt;/yawn&gt;  maybe time for lunch
7328,0,"&lt;Yes, I am smiling big, my cheeks ache&gt; Pass the coffee  RB: @SpinningDiscs:  .... Wonders if @girlpiper is s... â™« http://blip.fm/~7dk0r"
7329,0,&quot; ah rhyno.. Any wey yuh dis we ah to fine yuh&quot;...... Smh fri is gonna be live!!!! To bad I'm gonna miss it.... 
7330,0,&quot; 'coz I'm in too deep...&quot;  Am I? Really? Hmmm...Well that's too bad. Ice cream will do the trick  
7331,0,&quot; for some reason&quot; I am following her  too. 
7332,0,&quot; I didn't saw him today.. and I feel so bad.&quot; 
7333,0,&quot; i haven't seen him like... forever..&quot;   
7334,0,&quot; I love you. I will love you till the stars crumble.&quot; - Luthe. The Hero and the Crown is the most heart breaking story ever. 
7335,0,&quot; I never hold contempt for something that once made me smile. It was still MY moment.&quot;(Via @DarlingNikki999)..very nice and a favorite! 
7336,0,"&quot; i want a mom that will last forever &quot; is on repeat, i cant stop listening to it "
7337,0,&quot; Je Te Promets &quot; by Zaho !! My favourite song in the moment 
7338,0,&quot; she has a great smile   &quot; Thank you! I GOT that comment from DEMI&quot;S single la la land music video! haha ;) she really has a good SMILE!
7339,0,&quot; u lookin like a whale w/diabeates&quot;...&quot;i will di-a-beat u bitch&quot; mad tv...hahaha 
7340,0,&quot;....couse love is on it's way&quot;. i like that song 
7341,1,&quot;....should be arrested for child abuse...&quot; Man that was true 
7342,0,&quot;...and don't forget my pen&quot; QUALITY  http://news.bbc.co.uk/1/hi/business/8086549.stm
7343,0,&quot;...impact on the lives of those that you've come across...I thank the Lord every day 4 He has put u in my my life  I can't wait til u..&quot;
7344,0,&quot;...it's just another manic Monday...&quot; YAY? We'll see in a few.... 
7345,0,&quot;...SEVEN DAYS.&quot; - Until my birthday. 
7346,0,&quot;...she may be the beauty of the beast....&quot; â™¥ the song. Note: I'm not Twitting. Just blipping.  â™« http://blip.fm/~7jffc
7347,1,"&quot;...The guy gets all the glory the more he can score, While the girl can do the same and yet you call her a wh**e&quot; so sad "
7348,0,&quot;...wipe that smug smile off Michelle Obama's face&quot; I LOVE SEASON THREE 
7349,0,"&quot;...you'll never have to be alone; i love you, and that's all i really know...&quot; "
7350,1,&quot;...you're still the one I â™¥...&quot; -smiles-  â™« http://blip.fm/~7jgct
7351,1, the AC is on!!
7352,1, the bottle's empty
7353,1, The Break-Up is so sadddddd
7354,1, the coffeemachine isn't working
7355,0, the end of the weekend
7356,1," the final blow hits you, somebody else gets what you wanted again you know its all the same, another time and place, repeating history"
7357,1, the future just.. scares me. i need a hug.
7358,0, the joys of sky plus
7359,0," the last 10 or so Pilot whales that beached themselves this morning, are being shot  tide has retreated and they won't last out there."
7360,0, the last full day in ukraine is here off to lviv
7361,0," the last of the long weekends ......,"
7362,0," The more you affirm it, the more it will become true."
7363,0, the mtv music awards are live now in the U.S and i wanna watch it  i cant wait till tomorow as its taped live cus it will be edited 
7364,0, The news become more nauseating every morning. #neda
7365,1, the oc http://mypict.me/1ord
7366,0, The rain is dampening my happiness.
7367,1, the uk is awesome. !
7368,0, The weather is totally Gloomsday here in good 'ol DMI.
7369,1, the weekend is nearly over. back to work again for another dreadfully dull week. Yah! LOL!
7370,0, then  ...just like that! Blame it on the al-al-al-al-al-alcohol! Wow!
7371,0, there are birds flying around the airport here.  so cute
7372,1, there goes my A for sociology. Sigh ... Hate myself
7373,1, there is a increibly stubborn person around..that doesnt talk much..
7374,0, there is a UFC fight in vegas july 11th and I wont be in vegas until the 12th or 13th ...that blows!
7375,1, There was a cat getting into the trash outside and my grandmother screamed at it
7376,0, There was a little dog trying to cross the road.
7377,0," There's a bear behind the office: http://bit.ly/G7Oi3   For once, I wish I didn't work from home."
7378,1, There's a spider in my room and it needs to leave right now before i go Jackie Chan on it's ass.
7379,1, there's not LVATT in cayey
7380,0, there's only 6 people following me...
7381,0, they are LAUGHING at me
7382,0,"- they forgot to put my requested shot of hazelnut in my triple-shot of espresso cappuccino today! *sigh* rain on me, as the sun shines "
7383,1, they hate yuh tooo yunq boy
7384,0, THEY LOST!! I Cant believe LeBron and the Cavs lost  Im so sad right now yo lol damn man.. Oh well. Let's get it Lakers! KOBE!!!!!!!!!
7385,0, they're going to throw my 3 month old roses... haha!
7386,1, they're still falling. Its so ez for u n it'll pass in no time. For me its 4ever idk if u kno or even understand how I'm feelin rite now
7387,1, things feel lame
7388,1, things just might be turning around. *Knocks on wood*
7389,1, things will get better! I pinky promise
7390,1," this day is so long, and i have to sleep downstairs tonight lolol."
7391,1, this is TERRIBLE - pray for Hiroki http://www.cnn.com/2009/WORLD/asiapcf/06/12/japan.organ.transplant/index.html
7392,0, this job blows. *deep breaths clayton*
7393,1, this key board doesnt have keys for volume D: im gonna have to use the mouse and do it the hard way! lmfao.
7394,1, this means you!
7395,1,"#Vegas!!! We are going to have amazing weather this weekend!!! Feels like April, not June! "
7396,1,#vis2020 heads up for Creative Partnerships...pens in motion at the mention of accompanying funding 
7397,1,#VistaSP2 has crocked my installation of office-am being forced to uninstall it Grrr 
7398,1,#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday
7399,1,#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that
7400,0,#waitwait is funny today. 
7401,1,#wavechurch stream doesnÂ´t work  i want to watch soul central youth soooo bad 
7402,0,#waystogetagirlsattention Be a Jonas fan. The girl might think that you are gay..but at least you would get their attention! 
7403,0,#wccamp @lizstrauss sending us back to pencil and paper camp 
7404,0,#wcchicago is starting! 
7405,1,"#WeAreStupid what worries me most, these are gov't employees from an office building across the street, and they're REGULARS in the store "
7406,0,"#weather_me WV14, Cloudy, Very cold today "
7407,1,#web @hostv - nice to see you finally on twitter. @andrewdoepping @kiwicomm - should follow us back considering we are customers of yours 
7408,1,#webDU is over  #webinale in Berlin next. Also: 3./4. Juni in Heidelberg - 2 days of AIR training. Interested? DM me!!!!
7409,1,"#webdu talk went well, seems to have been well received in general and I didn't mess up *too* many times "
7410,1,#Webicina is featured on the biggest Hungarian news portal.  I'm thrilled. http://tinyurl.com/nqyaj3
7411,1,"#webmission thks , check that vid!  http://bit.ly/wlHzM"
7412,1,#WFTB Joining a bit late. My connection was down (boo time warner)
7413,1,"#Wgt #Ende it was a pleasure for me with all of you guys, hope to tweet you next year, good fight, good night ... 'til 2010 "
7414,0,#WHATDAFUXUP JUST HAD TO BE THE FIRST TO USE THIS  #COBRIS
7415,0,#wheniwerealad Liverpool used to win Trophies!!! PMSL Some things ARE BETTER in 2009. Come on United 
7416,0,#whereisjoeymcintyre he went to dance like that.. and left because of his LA blues.. someday i'll stop falling endlessly! 
7417,1,"#whiletwitterwasdown I jumped on my laptop thinking maybe its my phone while cursing tmobile out...but it wasn't, I'm sorry tmobile "
7418,1,#whocangetit @hoseachanchez 
7419,0,"#whocangetit anybody who hates the Lakers.  Ok not really, but that's a solid first step "
7420,1,#whocangetit David Banner 
7421,0,#whocangetit Why me of course! 
7422,1,#whocangetit yur mom 
7423,1,"#whoremembers who loves orange soda, kel lovs orange soda. i do i do i doooo lol "
7424,0,#whyITweet  we tweet to let the world know about our yummy cakes 
7425,1,#whyitweet because i love to make myself full of self importance.....not really i've got nothing else to do with my day 
7426,1,"#whyitweet because it's new, fabulous, and fascinating.  did i mention that it's fun?"
7427,1,#WhyITweet coz i can 
7428,0,#whyitweet I tweet because it keeps my mother in the know without me answering 50 million questions every time I see her 
7429,1,"#WhyITweet I tweet to procrastinate. I have an exam tomorrow, yet I'm on twitter "
7430,1,#wichita finally becomes a trending topic in awful circumstances 
7431,0,&quot;..OMG . Transformers comes out tonite ! . I'm trying to wait till the weekend ..&quot; And I will.. Still at wrk tho. 
7432,1,&quot;????? ????? ?? TV?&quot; http://gombeto.com/?p=357 by @gombeto ?????? ?????? ?? ???????? 
7433,1,&quot;@Jordanyup&quot;have you the e-mail from Miley ?? I want to write with her but I cant 
7434,0,&quot;@Jordanyup&quot;have you the e-mail from Miley ????? I want to write with her but I cant 
7435,1,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail?? I want to write with you but I cant =(
7436,1,&quot;@tracecyrus&quot;have you the e-mail from Miley ???? I want to write with her but I cant 
7437,1,&quot;@tsmarsh it's tea with little squidgy balls in&quot; (via @techbint) It's better than it sounds! 
7438,1,&quot;@wondertwin -  Well if you get one before Saturday you should go. My roundtrip tickets were less than $100
7439,1,&quot;6 students beaten last night in the dorm died today. they were from my university. we wore black today  #iranelection (repost from iran)
7440,0,&quot;7 days without prayer makes 1 weak&quot; keep the focus peeps-- Let's make it through finals alive and well.. Good night Twitter babies 
7441,1,&quot;9&quot; trailer looks cool and steampunk(ish) http://bit.ly/LnJj8 
7442,1,"&quot;A dog is for life, not just for Christmas&quot;  just wish their life wasn't so short "
7443,0,"&quot;A family that runs together, madadapa together!&quot; 1s! miss u guys! "
7444,0,&quot;A freak like me needs infinity&quot; *Hqppy Birthday* 2 me 
7445,1,&quot;A friend helps you move....a best friend helps you move bodies.&quot; 
7446,1,&quot;a friend is someone who walks in when the whole world walks out&quot; - cute. 
7447,1,&quot;A true friend is someone who thinks you're a good egg even though he knows you're slightly cracked.  made me think of ya! -Miley
7448,0,&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now! 
7449,0,"&quot;Abduct Yourself for the Abducted&quot; Be apart of the cause..make a difference, give children a future to look forward to "
7450,1,&quot;Advised&quot; to withdraw at mile 16 for heat exhaustion. It's going to be a long drive back to Atlanta. 
7451,1,&quot;Ah and Haha&quot; means the end of conversation. 
7452,0,"&quot;all i wanna do is have some fun, i gotta feeling im not the only one..&quot; haha "
7453,1,"&quot;Always nice talking to you, Jacob.&quot; "
7454,1,"&quot;And Daddy, they took my boot!&quot; Oh, how I love Tarzan. I haven't seen it in so, so long. I always cry so much in that movie though! "
7455,1,&quot;And every story i ever told is part of you&quot; - Yellowcard: How i go 
7456,0,"&quot;And General Joseph Hooker-&quot; *Everyone starts laughing* &quot;You all do know his last name isn't Prostitute, right?&quot; LMFAO! Mr. Shniedddd.  xD"
7457,0,"&quot;And I know that we've still gotttttt time, but I do not think we're invinsibleee&quot; Juggernauts - enter shikari. This song makes me happy "
7458,0,&quot;And it's 2 am and I'm cursing your name...&quot;  And that's literal right now. Not just song lyrics.   sfshkfhskjfhksdjfh 
7459,0,&quot;And that's hypocritisy... hypocritical&quot; Ahhhhh I miss Brian too  There's been some awesome housemates over the years
7460,1, this shouldn't have happened ... crap...
7461,1, This song sucks. It's like...80's Background music.
7462,1, this sucks
7463,0, this sucks layin down watchin my doggy... wish he got better
7464,1, this sucks.
7465,1, this sucks. i hate razor phones.
7466,0, this sucks....never ever ever felt like this!
7467,0, this suks xboxlive is dwn
7468,1, This time last year I was still in Dublin with one of my bestest close friends - you know who you are :p this year am in Leeds  trade?
7469,0, this violence gotta stop
7470,0, this was much needed for me. I feel free...thank you Lord..
7471,1, This was supposed to be a GOOD weekend...
7472,0, This was what i was afraid of: http://bit.ly/R7P0Z
7473,1," This year it won't have arena football games. Nooo! Shit! But, everybody knows that this year Philadelphia Soul would be champions again!"
7475,0, thunder and lightning. One Thing I Am Scared Of. Even Bear Is Scared
7476,0," thursday now, can these people just let me have my car!"
7477,0, thy cumin to get my baby in the morning.....
7478,0, time 2 bed.. its SO difficult wake up @ 5.30 am zzzzzzzzzzzz
7480,0, time to get dressed LOL and go outside and scare people in the real world.
7481,0, tired. i've been really busy!
7482,0," Tired.It's Monday.School,Smelyalata - . -''"
7483,1, T-mobile...coming up with new phones to outdate my current phone right after I get it.
7484,0, to much drinking lead to trowing up I feel like shit
7485,0, today i completed 1 year in my current organization and today only i can't go office... bad !!!!!!
7486,0,=- today I MADE my own coffee.....  now I am going to starbucks
7487,0, today I meet a  guy that also went to australia as an exchange student haha it was funny because we miss almost the same things haha
7488,1,' Today I woke up sad 
7489,0, Today is going to be a loooong day... I want the weekend back!
7490,1, Today is one of my good friend's 23rd bday @ I didn't put his number in my new phone &amp; I can't find the charger for my old phone! I suck.
7491,1," today is the day!! Last school day!  i have my costume on and ready, but i am a bit saddd.. Im gonna miss you guys so so so much!!"
7492,0," today is the last day 4 me to play w/ my laptop,,, i gotto studiii hardiiiieee"
7493,1, today isn't the best.
7494,1, today just suckedd
7495,1, today sucks.... just like this week does.
7496,0," today's getting worse by the moment. Im going to finish packing, then study,and fall asleep."
7497,1,- tonight I heard the most heartfelt prayer I've ever heard &amp; it was from a 19 yr old. 
7498,1, tonight was a good night.
7499,0, too bad. So what have you got up your sleeve?
7500,0, Too Emotional right noww
7501,1, too good right now.
7502,0, Totally screwed up the best thing in my whole life.
7503,1, training is over #njdfatrain
7504,0, training today i am sweaty and muddy and have thorns in my ankles and am sooo happy camp is here
7505,1, true dat
7506,1,- True genius strikes again! I left my Uni key at home 
7507,1,#Wiebe Donkey Kong attempt concluded at 923400 SOOOOO close!!  Still better than I'll ever do.
7508,0,#wififail @ the providence airport 
7509,1,"#Win7 's new multi mon shortcuts (WIN+SHIFT+LEFT) are very helpful ther, too "
7510,1,#windows7rc installed on nc10. Also converted from trial to paid for version of MSOnline. Had to pay for 5 licenses but only needed 2. 
7511,0,#wish27 Man...gonna have to go to bed soon... 
7512,0,"#wkendthx  To all that gave me a #followfridy endorsement , thank you there are too many to thank individually , you know who you are. "
7513,1,#WolframAlpha for Top Trumps http://bit.ly/1O28N  We beat Sydney on elevation 
7514,1,#woofwednesday I want a puppyyyyyyyyyyyyyyyyy 
7515,0,#woofwednesday I'm not a dog person.  Uhhh.
7516,0,#wordcamp @Krystyl lost her iphone!   DM me if u found it! (maybe lost in the ladies room upstairs...)
7517,0,#wordcamp @ridley siting! @missrogue up next! 
7518,0,#wordcamp follow MEEEEEEEEEEEEEEEEEEE please i need followers 
7519,1,#worstfeeling - not being home when you sick 
7520,0,#woscon09 officially over as of last night.  Those of us left are getting ready to head out to the airport.  
7521,1,#woty morning after. Sore head after great day yesterday. Awakened by a rooster and remote wildlife. Good morning mr &amp; mrs jones 
7522,1,#wouldloveitif i had a dr. pepper now 
7523,1,#WPF error - &quot;cannot modify the logical children for this node at this time because a tree walk is in progress&quot; - has zero google hits 
7524,0,"#writechat another June writing goal? Get more people for #FNWC, so consider this a shameless plug.  Fri Nite Writing Challenge."
7525,1,#WSOP4  Omg so many players  I m waiting to see the final table but that could keep for a long time 
7526,0,#WT20 - India vs South Africa begins in some time. Is it even worth a watch now?  so very sad for Indian cricket 
7527,1,"#WT20 How is kumble as a commentator? I am on cricinfo, so no clue "
7528,0,#WTF?! someone in the house stole and ate my pie from the fridge! 
7529,0,#xboxE3 #E3 Painting????? FFS  MS has really missed the point!
7530,0,#xboxe3 follow me fellow xbox fans. 
7531,1,#yellowcard. let's have a petition. It's been a while. They need to comeback 
7532,1,#yorly? @BBRRIITTTTYY (Brittainie Bryers):@tommcfly aw thats ok Tom  your the reason i have twitter anywahttp://bit.ly/14QCtk
7533,0,#yorly? @Kimberley__ (Kimberley):@madamecupcake: oh man your the 2nd person to say that to me now .. lol http://bit.ly/xwmQH
7534,1,#yorly? @SuperK23 (Kristy):its official just threw up! feeling so sick and down  babe you know your the http://bit.ly/tKlYV
7535,0,#yorly? @WilliamPark1982 (William Park):@_AlexaJordan I'd buy your 1st anal scene DVD in a heartbeat.  Yohttp://bit.ly/jeqrk
7536,0,#youknowyouupttooearly when wafflehouse hasn't even made the sweet tea yet 
7537,0,#yourghettowhen you blame your grammar &amp; misspellings on being up late reading #yourghettowhen tweets 
7538,0,#youspecialwhen I ask you to a drop for tehbored radio vol 3...@MarieLuv I'm looking at you. 
7539,0,#youtube - Souljaboy - Crank that  iwie verarsche =D http://cli.gs/Se6MV1
7540,0,#YouTube is down for #maintenance and will be back shortly. 
7541,0,"&quot;And we will be back in nov or dec...&quot; BRB, exploding. Thank you @lukeyb92 "
7542,0,"&quot;and when she met you, she thought you were the nicest person in the world lol&quot; "
7543,0,"&quot;another aeroplane, another sunny day i wanna go home..&quot; "
7544,1,&quot;APH&quot; is so cute and funny ! 
7545,0,&quot;Are we human or are we dancers&quot; 
7546,0,"&quot;Are You A Beauty Or A Geek&quot; quiz and my result is --&gt; You are a beauty with a gold heart.. haha, am I?.. "
7547,0,&quot;are you a lady?&quot; everyone thinks I sound like woman on the phone  gosh im so gay
7548,1,&quot;as a fellow power 150 blogger&quot; ehem. have you ever read my genl thinking in ranking lists? Guess not 
7549,1,"&quot;Awesome&quot; night last night. Tried absinthe, hahah. Lovelovelove my friends. Megan is coming today! "
7550,1,&quot;baby.... don't blow me away&quot; 
7551,0,&quot;Bad Luck picks its company by invitation only.&quot; ... think on thatttt. (ps ... im unavailable for RSVP)  Don't you love good days?!?
7552,1,&quot;Balamory&quot; - what a horrid programme - I'm ashamed to be Scottish 
7553,0,"&quot;Balance. Balance, Kat. The key to life is balance.&quot;  - RIGHT! 'will keep that in mind. the best!!! "
7554,1,&quot;Baruch Ha Shem Yahweh&quot; http://bit.ly/wecVC  THOSE WHO ARE _ KNOW WHO THEY ARE 
7555,0,&quot;Batman in Barcelona&quot; is awesome. I miss Bruce. 
7556,1,&quot;battery state changed to low&quot; that means about 1 minute of tweeting 
7557,1,&quot;Beam Me Up&quot; is my new shit. I twirled that  punk bar down in Miami... 
7558,1,&quot;beat&quot; assassin's creed. Little closure indeed. 
7560,0,&quot;Before the Storm&quot; doesn't count because its the BEST song they've EVER done. it can't compare to any others. haha. 
7561,1,&quot;before you chopped off the hookers heads....&quot; crazy. hanging out with davey laterrrr hes cool. 
7562,0,&quot;Behind every beautiful girl there's a dumbass guy who did her wrong and made her strong&quot; 
7563,0,&quot;Better to understand a little than to misunderstand a lot&quot;.GOOD MORNONG 
7564,0,&quot;bettydraper is now following you on Twitter!&quot; â€” @bettydraper to what do I own this honor? 
7565,1,&quot;Big &amp; Rich - Between Raising Hell and Amazing Grace&quot;  The story of my life  â™« http://blip.fm/~7hdp9
7566,1,"&quot;Bitch run, he wont catch you&quot; lol I had know idea about all of that, very sad "
7567,0,&quot;Black Velvet...On Black Velvet.&quot; -Orlando Brown as Eddie Thomas on That's so Raven. 
7568,1,"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already "
7569,1,&quot;Bodies found from tragic Air France flight&quot; - http://www.timesonline.co.uk/tol/news/uk/article6444498.ece   
7570,0,&quot;brainstorm&quot; is called &quot;å¤´è„‘é£Žæš´&quot; in Chinese. sounds a lot more violent. 
7571,0,&quot;bring my body to my father!!&quot; T.T OMG he's back! he's back; cedric has been killed!  &quot;
7572,1,"&quot;But Mikey baby is the man of the moment.&quot; Random line from Trainspotting, my newest book.  Yay."
7573,1,"&quot;But this ain't that song, and this ain't that band.&quot; Fk you, wentz. Iwsnt &gt; taasiaar. off to take spanish final "
7574,1,#yycphotobook  I missed your spot today.  Will someone be putting online?
7575,0,#Zend_Lucene_Search .... Why can't I search  numbers with you I want to know who's #2 in all these topics  #zend
7576,0,"#Zombies That's all the main part done, just clean up and consolidation and that project's done "
7577,0,$ from tonight going to #vic fires. Aparently about 300 comming 
7578,0,"$#iT, twitter will have a 1 hour downtime tomorrow!! How can I survive without TWITTER "
7579,0,$$$$! Bad news is now no players can use phones. No more tweets from @kwickfish. 
7580,1,$$$$$$ needed just booked another caravan holiday down devon for october..devon cliff's sounds really warm lol..work now  later all x
7581,0,$(this).siblings('div').hide(); is pretty cool  saves tons of code!
7582,0,$@#$!!! WTH!  No 24 tonite  
7583,1,$@akfarrell I can see that. Of course if you see every reply it might drown out your stream   Ideally they'd let u choose on clientside.
7584,0,$1 smarties ice cream at walmart and sobys.....better stock up 
7585,0,"$100 for Robin Thicke, Jennifer Hudson and suprise guests Chaka Khan and Earth Wind and Fire....DEFINITELY worth the money..so dam good! "
7586,1,"$100 to get a outfit, I'm tired, and don't feel like going out "
7587,1,"$10000 hidden in a webpage only IE8 can view, yay for web standards!  http://bit.ly/1aFCz2"
7588,1,$116.65 at Target. . .broke much? 
7589,1,$13 five band dollar..almost as amazing as @markhoppus and blink's tour for $20. too bad I missed out in Montreal 
7590,0,"$1300 fine, 48hrs community service, random UA's for 6mnths, probation for 12, but no jail.  "
7591,1,$13850 at 2nd break of $340 at Venetian Deep Stack...Had $22850 just before the break... 
7592,0,"$160 later...I hope everyone had a fun night...Oh god, I have work in less than 2.5 hrs... until like 11 pm...     Leave me some love?"
7593,1,"$175.02 spent on Rainbows for the family LOL. $394 fixie bike + $50 helmet for Alex  Burning holes, yeah."
7594,0,$2.22 in my account til wednesday 
7595,0,$20 to park at the tweeter center. Holy crap!!! Missed most of Cheap Trick  Poison is up next. Then Def Leppard.
7596,1,$200 down the drain because my car got towed   
7597,0,$200 increase in fees 
7598,1,$227 worth of jewelry and sweaters for just over $30. how awesome is that? 
7599,1,$2500 poorer thanks to an audi transmission. 
7600,1,$4 lonestar pitchers at @mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption 
7601,0,$4.25 breakfast...yay 
7602,1,$400 plumbing bill   On the plus side I can recommend Midwestern Plumbing Services (Cincinnati) http://tinyurl.com/kq7xnu
7603,1,$5 Zoo day tomorrow!!! So stoked! 
7604,0,"$50-$80 per day could be very useful, Check out this FREE guide, you can download  http://bit.ly/tEdkp"
7605,1,"$537 for two more summer classes, damn "
